Learner,Recall(Sick),Recall(weighted),F1(Sick),F1(weighted),MCC,Precision(Sick),AUC,CA
"GBClassifier(learning_rate=0.03, n_estimators=50, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9986683238636364,0.7483808913113177,0.8514873968662479,0.6641743618165825,0.2608113924495131,0.7421163741918458,0.8907558820461893,0.7483808913113177
"GBClassifier(learning_rate=0.03, n_estimators=50, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.904296875,0.8418082718820135,0.8919830115153904,0.8399397119459603,0.5975462770438582,0.88,0.9190432229296982,0.8418082718820135
"GBClassifier(learning_rate=0.03, n_estimators=50, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9038529829545454,0.8416800256492466,0.8918575620866366,0.839861172492107,0.5974135619450345,0.8801763637935506,0.9188579074812137,0.8416800256492466
"GBClassifier(learning_rate=0.03, n_estimators=50, subsample=0.8, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.904296875,0.8418082718820135,0.8919830115153904,0.8399397119459603,0.5975462770438582,0.88,0.9190432229296982,0.8418082718820135
"GBClassifier(learning_rate=0.03, n_estimators=50, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9038529829545454,0.8416800256492466,0.8918575620866366,0.839861172492107,0.5974135619450345,0.8801763637935506,0.9188579074812137,0.8416800256492466
"GBClassifier(learning_rate=0.03, n_estimators=50, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9155717329545454,0.855081756973389,0.9012496722887354,0.8530913771946204,0.6304292649537341,0.8873687833419377,0.9311879084093795,0.855081756973389
"GBClassifier(learning_rate=0.03, n_estimators=50, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9161044034090909,0.8580314203270278,0.9031157010327323,0.8562795245548225,0.6386818621412059,0.8904901622367967,0.9307676099794557,0.8580314203270278
"GBClassifier(learning_rate=0.03, n_estimators=50, subsample=0.8, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9155717329545454,0.855081756973389,0.9012496722887354,0.8530913771946204,0.6304292649537341,0.8873687833419377,0.9311879084093795,0.855081756973389
"GBClassifier(learning_rate=0.03, n_estimators=50, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9161044034090909,0.8580314203270278,0.9031157010327323,0.8562795245548225,0.6386818621412059,0.8904901622367967,0.9307676099794557,0.8580314203270278
"GBClassifier(learning_rate=0.05, n_estimators=50, subsample=0.8, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9259588068181818,0.8287912792561718,0.8865278368040799,0.8212387948354142,0.5487427917096545,0.8503179520626121,0.8994577855077559,0.8287912792561718
"GBClassifier(learning_rate=0.05, n_estimators=50, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9264914772727273,0.829368387303623,0.8869247439765435,0.8218139745497657,0.550262876812965,0.8505990708289184,0.9005749155303467,0.829368387303623
"GBClassifier(learning_rate=0.05, n_estimators=50, subsample=0.8, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9259588068181818,0.8287912792561718,0.8865278368040799,0.8212387948354142,0.5487427917096545,0.8503179520626121,0.8994577855077559,0.8287912792561718
"GBClassifier(learning_rate=0.05, n_estimators=50, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9264914772727273,0.829368387303623,0.8869247439765435,0.8218139745497657,0.550262876812965,0.8505990708289184,0.9005749155303467,0.829368387303623
"GBClassifier(learning_rate=0.05, n_estimators=50, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9161931818181818,0.8559794806027573,0.901861399982522,0.8540014306102288,0.6327293467894504,0.8879710893133712,0.9281517831607754,0.8559794806027573
"GBClassifier(learning_rate=0.05, n_estimators=50, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9168146306818182,0.8558512343699903,0.9018426338311064,0.8537758502726861,0.6320721085748331,0.8873517786561265,0.9284008280190645,0.8558512343699903
"GBClassifier(learning_rate=0.05, n_estimators=50, subsample=0.8, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9161931818181818,0.8559794806027573,0.901861399982522,0.8540014306102288,0.6327293467894504,0.8879710893133712,0.9281517831607754,0.8559794806027573
"GBClassifier(learning_rate=0.05, n_estimators=50, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9168146306818182,0.8558512343699903,0.9018426338311064,0.8537758502726861,0.6320721085748331,0.8873517786561265,0.9284008280190645,0.8558512343699903
"GBClassifier(learning_rate=0.05, n_estimators=50, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9181463068181818,0.8647002244309073,0.9074317802930596,0.8633464138235547,0.6568657981887366,0.8969644405897659,0.9395235881219696,0.8647002244309073
"GBClassifier(learning_rate=0.05, n_estimators=50, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9149502840909091,0.8631612696377043,0.9061813066033588,0.8620506149647399,0.6539529127001632,0.8975788190210765,0.9394306997911462,0.8631612696377043
"GBClassifier(learning_rate=0.05, n_estimators=50, subsample=0.8, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9181463068181818,0.8647002244309073,0.9074317802930596,0.8633464138235547,0.6568657981887366,0.8969644405897659,0.9395235881219696,0.8647002244309073
